	A-low-1-1	A-low-1-2	A-low-1-3	A-low-2-1	A-low-2-2	A-low-2-3	A-low-3-1	A-low-3-2	A-low-3-3	A-low-4-1	A-low-4-2	A-low-4-3	A-high-1-1	A-high-1-2	A-high-1-3	A-high-2-1	A-high-2-2	A-high-2-3	A-high-3-1	A-high-3-2	A-high-3-3	A-high-4-1	A-high-4-2	A-high-4-3	B-low-1-1	B-low-1-2	B-low-1-3	B-low-2-1	B-low-2-2	B-low-2-3	B-low-3-1	B-low-3-2	B-low-3-3	B-low-4-1	B-low-4-2	B-low-4-3	B-high-1-1	B-high-1-2	B-high-1-3	B-high-2-1	B-high-2-2	B-high-2-3	B-high-3-1	B-high-3-2	B-high-3-3	B-high-4-1	B-high-4-2	B-high-4-3	C-low-1-1	C-low-1-2	C-low-1-3	C-low-2-1	C-low-2-2	C-low-2-3	C-low-3-1	C-low-3-2	C-low-3-3	C-low-4-1	C-low-4-2	C-low-4-3	C-high-1-1	C-high-1-2	C-high-1-3	C-high-2-1	C-high-2-2	C-high-2-3	C-high-3-1	C-high-3-2	C-high-3-3	C-high-4-1	C-high-4-2	C-high-4-3	D-low-1-1	D-low-1-2	D-low-1-3	D-low-2-1	D-low-2-2	D-low-2-3	D-low-3-1	D-low-3-2	D-low-3-3	D-low-4-1	D-low-4-2	D-low-4-3	D-high-1-1	D-high-1-2	D-high-1-3	D-high-2-1	D-high-2-2	D-high-2-3	D-high-3-1	D-high-3-2	D-high-3-3	D-high-4-1	D-high-4-2	D-high-4-3
C-high-2-3	0.664548083	0.667399903	0.668653286	0.664547845	0.672023537	0.674011417	0.669258061	0.670835531	0.667053899	0.670576583	0.672391026	0.676798808	0.666341451	0.654328217	0.648602579	0.651475993	0.647997577	0.647219311	0.658476383	0.655343244	0.693349295	0.664028831	0.661392968	0.662451909	0.540915324	0.511184286	0.524623541	0.538321691	0.527821616	0.553014428	0.591754603	0.577905082	0.562802135	0.606361314	0.606728192	0.599316933	0.658756766	0.552344761	0.629783162	0.582939734	0.587261604	0.553014945	0.570969995	0.563882551	0.553338809	0.824757797	0.774609667	0.770872265	0.394444094	0.320441238	0.386471233	0.269319893	0.379103892	0.410454759	0.389583112	0.445457306	0.380075894	0.484738248	0.475361091	0.436166678	0.421733553	0.456130988	0.418081708	0.410195579	0.376165306	0	0.422511456	0.424434037	0.409871095	0.442518494	0.447531678	0.436123625	0.641297935	0.500402479	0.402438211	0.462569693	0.545949499	0.513561371	0.585467886	0.487720117	0.47136309	0.456887194	0.606706664	0.589594991	0.626282797	0.536312546	0.420825429	0.518293252	0.534540747	0.42812857	0.657741359	0.527627141	0.601694803	0.665497224	0.615306006	0.717029039
C-high-3-1	0.607896233	0.613578539	0.611828122	0.612930584	0.624036269	0.624360009	0.614939914	0.617748503	0.612886907	0.608458046	0.60644828	0.616257695	0.621854058	0.598756192	0.597006153	0.596962843	0.58981149	0.591712617	0.604244107	0.598993689	0.647717109	0.603379621	0.602818038	0.606944781	0.486228754	0.513366885	0.508829147	0.512739623	0.506387694	0.51196219	0.553338468	0.533655103	0.514900471	0.573195548	0.563752759	0.570256484	0.656402266	0.529593531	0.633456313	0.565719873	0.559216994	0.530911711	0.514620082	0.514101495	0.492062881	0.835345358	0.778736999	0.768668679	0.584345288	0.470521329	0.398290167	0.411686823	0.323920328	0.385369839	0.325454968	0.30004517	0.328501058	0.330812821	0.32195383	0.341508535	0.300455583	0.312857611	0.238120179	0.285482352	0.299741867	0.422511456	0	0.24963677	0.277401546	0.352592058	0.260418695	0.256874985	0.822036334	0.732435464	0.630776483	0.602624082	0.732953933	0.674422131	0.696439857	0.609387131	0.697216479	0.534217196	0.678397278	0.630582709	0.721114301	0.568721968	0.564098762	0.525855337	0.583523245	0.403929205	0.746198308	0.567750176	0.681012279	0.777160464	0.677943614	0.812897243
C-high-3-2	0.600441199	0.606707018	0.602623272	0.609084047	0.620794458	0.621140293	0.617834844	0.617964603	0.617985587	0.615803982	0.612648851	0.62014668	0.617899278	0.579871774	0.58188091	0.586418053	0.575421186	0.579785014	0.588860134	0.586547874	0.632202675	0.586806998	0.607700696	0.594325909	0.497377241	0.514187493	0.514057789	0.489166559	0.491241208	0.501742064	0.536917217	0.527648445	0.50906668	0.564725438	0.574037565	0.551782827	0.623128033	0.500099903	0.608003575	0.534000951	0.530025763	0.499733202	0.493315892	0.491500657	0.469159345	0.823353861	0.766810125	0.75587756	0.598389189	0.457233086	0.383122606	0.392262197	0.338396786	0.387357231	0.310372997	0.316508809	0.327528293	0.322407488	0.329256446	0.358274849	0.316379426	0.360845651	0.292633545	0.277811389	0.299072316	0.424434037	0.24963677	0	0.281592828	0.329493948	0.267569961	0.265149878	0.817736797	0.733407647	0.621788558	0.606145532	0.736345874	0.67664717	0.700436575	0.605735346	0.70091095	0.536810097	0.685613487	0.644410773	0.726861647	0.577559342	0.56187353	0.543551392	0.59536349	0.424519977	0.74907235	0.570105606	0.67939165	0.780012412	0.687385563	0.806091132
C-high-3-3	0.576955535	0.580391029	0.582140989	0.579462362	0.584690614	0.600052981	0.586764997	0.588212814	0.589962622	0.594586554	0.591475057	0.596725588	0.591410262	0.567945386	0.56522316	0.564185471	0.563213921	0.561074616	0.573995344	0.568507558	0.635444452	0.579655795	0.574621345	0.578121788	0.470909687	0.482793849	0.487979209	0.462266927	0.460215035	0.502023637	0.535491605	0.52496947	0.493812759	0.569716893	0.558243482	0.546078632	0.655689674	0.500748977	0.615674428	0.555133138	0.549796276	0.509888846	0.497897104	0.491803867	0.479163758	0.839385828	0.771412686	0.771240135	0.591907684	0.437549274	0.373204859	0.38947494	0.327204462	0.349804754	0.326124601	0.30767234	0.297473964	0.358642536	0.354039705	0.359938762	0.323034762	0.342653365	0.271372968	0.303350655	0.302421583	0.409871095	0.277401546	0.281592828	0	0.36242291	0.304885142	0.293066031	0.796346564	0.714415752	0.595298738	0.582896864	0.715107008	0.655473137	0.678679078	0.582681005	0.680536119	0.531581445	0.662041159	0.624554699	0.707502418	0.555844636	0.532834096	0.525423749	0.565546801	0.399867147	0.735654707	0.548650378	0.660183704	0.773919564	0.674680962	0.800624817
C-high-4-1	0.622610038	0.629221919	0.625980734	0.630756081	0.640024821	0.642163609	0.626845104	0.632225346	0.62876763	0.625052212	0.622070023	0.627212672	0.642812283	0.613621719	0.614961068	0.617207969	0.605044158	0.610963821	0.616538933	0.614313114	0.662063534	0.611266145	0.624208649	0.615371659	0.515246371	0.499322423	0.506539067	0.490484817	0.486315339	0.479725262	0.528836824	0.519394759	0.50243375	0.540159329	0.550962005	0.530933013	0.562650922	0.488993971	0.514749636	0.454251233	0.487136601	0.423375336	0.443339224	0.403129525	0.396258643	0.769489008	0.672713587	0.690928472	0.606750805	0.448633244	0.410584345	0.403778462	0.396821441	0.418449006	0.359506887	0.375970615	0.400061683	0.358512718	0.370871548	0.382582586	0.40310841	0.443101842	0.386254954	0.386233196	0.396474925	0.442518494	0.352592058	0.329493948	0.36242291	0	0.285763138	0.267959068	0.795481898	0.711195747	0.612216305	0.597286484	0.708149212	0.653809309	0.67688523	0.585533079	0.665562783	0.515916697	0.665973258	0.625807612	0.713594671	0.556125203	0.556082546	0.569824613	0.605648147	0.48335519	0.720378108	0.564206595	0.666341328	0.750173808	0.668760546	0.765535401
C-high-4-2	0.584885154	0.589012071	0.59255532	0.600788001	0.610164539	0.613600115	0.591669636	0.599794115	0.593527497	0.579030062	0.576479937	0.587974735	0.604698302	0.579461612	0.576372155	0.577624737	0.564834578	0.573065989	0.583459028	0.578230006	0.638318236	0.569846555	0.588600919	0.577020091	0.472832783	0.485170487	0.479012296	0.476224399	0.476657578	0.477391713	0.510168942	0.496275836	0.482080465	0.528276132	0.533395919	0.524667219	0.634947426	0.507295528	0.617014053	0.537371735	0.526634101	0.503449583	0.482599421	0.475641995	0.447315488	0.818838471	0.755877551	0.744188677	0.598950987	0.465422078	0.406047038	0.422187554	0.360651941	0.395330103	0.330554311	0.308363589	0.362704277	0.293239106	0.301881392	0.304475167	0.344057909	0.354882234	0.314888658	0.34047067	0.354623074	0.447531678	0.260418695	0.267569961	0.304885142	0.285763138	0	0.166883665	0.81857971	0.733559123	0.638425346	0.611287881	0.732910729	0.675178075	0.70054461	0.620103818	0.697843174	0.531343865	0.683064183	0.644022087	0.732025596	0.562348268	0.568700847	0.555953468	0.611784606	0.442648408	0.752334816	0.569630232	0.68693262	0.781633425	0.684965829	0.809807762
C-high-4-3	0.585771181	0.59017894	0.589854538	0.601047431	0.610467408	0.613556974	0.594781246	0.595991242	0.594370249	0.584820814	0.58270283	0.59238282	0.605130629	0.578078852	0.575464916	0.576976714	0.565871769	0.573066085	0.585727726	0.581147307	0.627255488	0.574902579	0.591150634	0.580801289	0.46369344	0.477219276	0.471406562	0.460106145	0.457427774	0.455072561	0.503470936	0.484954532	0.475101707	0.523004288	0.527454458	0.514058415	0.613491947	0.486358483	0.593138961	0.516067902	0.506842413	0.481022387	0.45736287	0.453560045	0.426119751	0.807300627	0.743280975	0.730835765	0.594327561	0.450945604	0.400170168	0.402914651	0.342588644	0.395179043	0.325022777	0.298165149	0.355747108	0.289587612	0.312144472	0.303934952	0.324871129	0.34645556	0.307369345	0.312835749	0.33694888	0.436123625	0.256874985	0.265149878	0.293066031	0.267959068	0.166883665	0	0.812659598	0.726213027	0.622631313	0.603228874	0.725089323	0.668502181	0.692485875	0.60000995	0.688358261	0.517386177	0.672239416	0.634580091	0.722519002	0.55854597	0.553144441	0.543357196	0.595407218	0.425146937	0.740041022	0.565352393	0.673666612	0.773120552	0.672952872	0.791291024
D-low-1-1	0.883182811	0.884630407	0.888648942	0.888541124	0.891911902	0.893229366	0.887763471	0.886488623	0.887914333	0.886445297	0.885667334	0.887093269	0.887374447	0.884436252	0.886272516	0.885192176	0.882340381	0.883226437	0.887331118	0.885494703	0.897594037	0.887287597	0.884003636	0.885926362	0.833055745	0.79260833	0.804707907	0.8448092	0.841158588	0.849173996	0.857664813	0.849605971	0.849929998	0.84586807	0.846861401	0.841027974	0.856346686	0.847034825	0.864838285	0.849757107	0.849973283	0.84191469	0.843664147	0.843642562	0.845868303	0.917145344	0.895215313	0.897894793	0.627944509	0.69766963	0.744750206	0.700564362	0.802936664	0.762770237	0.760328318	0.780919736	0.768431407	0.819940829	0.834395258	0.748638885	0.766097852	0.778909859	0.795719915	0.821236858	0.744944482	0.641297935	0.822036334	0.817736797	0.796346564	0.795481898	0.81857971	0.812659598	0	0.434458907	0.558718294	0.428171167	0.40980547	0.411361338	0.457599075	0.549600264	0.461639394	0.475532104	0.508546829	0.487394763	0.498154608	0.49046292	0.587109211	0.484174889	0.46555029	0.669538586	0.510275368	0.522678221	0.485601261	0.491369223	0.58190077	0.541777153
D-low-1-2	0.845178112	0.845242929	0.848246018	0.849585766	0.853410054	0.854101245	0.850255413	0.847792373	0.850082348	0.848570208	0.848224335	0.850147283	0.849737076	0.844940563	0.844940358	0.846258335	0.841289094	0.844702758	0.848678249	0.845502064	0.860453662	0.848137682	0.846647055	0.848418479	0.766616847	0.72681719	0.74036453	0.776728166	0.772536965	0.782842975	0.790534374	0.785608636	0.784895589	0.789065913	0.793624267	0.783404399	0.799890149	0.783426279	0.804989484	0.784290603	0.793711032	0.778089929	0.78353406	0.781611631	0.780984813	0.890073198	0.862504178	0.862828503	0.3732902	0.537047331	0.659945892	0.552668468	0.711002183	0.676215861	0.676885285	0.692226052	0.682589633	0.742439596	0.748186498	0.668479652	0.672067131	0.701170917	0.70871135	0.724613913	0.65275078	0.500402479	0.732435464	0.733407647	0.714415752	0.711195747	0.733559123	0.726213027	0.434458907	0	0.400623318	0.383035707	0.360607515	0.371324768	0.446126855	0.445413944	0.292763014	0.423677235	0.484585734	0.483440936	0.490592671	0.45889598	0.486985036	0.453191802	0.455871213	0.584755067	0.505220321	0.453732219	0.470866372	0.503599058	0.516260648	0.557248149
D-low-1-3	0.75797448	0.759832645	0.754971163	0.762447023	0.761863561	0.771931876	0.767135618	0.760826605	0.769296167	0.76951231	0.768259047	0.773487583	0.767416551	0.753566818	0.751427895	0.755705744	0.748251829	0.752810633	0.759940502	0.758211806	0.776145319	0.761128384	0.763159412	0.76346195	0.667032172	0.630149525	0.646613917	0.668068879	0.671223993	0.692678944	0.707500727	0.706917667	0.690366754	0.720227628	0.727746126	0.708732227	0.753176575	0.689891445	0.738765474	0.70795463	0.726104655	0.683021072	0.696006442	0.697021979	0.689005829	0.881236333	0.843274431	0.839169599	0.433313742	0.377936378	0.519740846	0.446040491	0.577797701	0.557811891	0.556990579	0.57431904	0.549125862	0.638857989	0.647802236	0.570256675	0.560080373	0.599209477	0.607678984	0.617207328	0.542686509	0.402438211	0.630776483	0.621788558	0.595298738	0.612216305	0.638425346	0.622631313	0.558718294	0.400623318	0	0.377914801	0.423915336	0.431261915	0.47996288	0.382625055	0.380831145	0.465702416	0.585747553	0.547202362	0.576263511	0.493596135	0.345915211	0.492343275	0.466177473	0.471773758	0.591387292	0.483700636	0.516348256	0.605776301	0.592489091	0.673771942
D-low-2-1	0.756311029	0.755122783	0.759659908	0.757888549	0.761626332	0.765255795	0.760524304	0.759379253	0.761820308	0.761388457	0.758384698	0.764607651	0.762187734	0.75434487	0.752616063	0.754279891	0.748986488	0.751082104	0.756332452	0.754754983	0.782454585	0.76039399	0.756547986	0.760329301	0.665217462	0.637387942	0.648407205	0.676279345	0.673860522	0.690021497	0.710503747	0.700349156	0.687687693	0.722668898	0.72197692	0.712448334	0.754927451	0.689438284	0.746911873	0.712773384	0.72029282	0.691858436	0.696979202	0.696525369	0.690756262	0.885039608	0.844895489	0.84059604	0.499235871	0.495995248	0.53130077	0.501072947	0.575832102	0.539165595	0.536443144	0.553469011	0.527713978	0.615760636	0.621097146	0.54566877	0.543789642	0.568355784	0.570170528	0.599166544	0.529139546	0.462569693	0.602624082	0.606145532	0.582896864	0.597286484	0.611287881	0.603228874	0.428171167	0.383035707	0.377914801	0	0.272777061	0.240885452	0.26419988	0.345656817	0.369228742	0.258343793	0.351921774	0.320355072	0.357432176	0.354125424	0.423828948	0.260590875	0.243845919	0.428712467	0.38521786	0.362120417	0.334637159	0.405764993	0.475316732	0.466522337
D-low-2-2	0.84597732	0.845502021	0.851076407	0.850925167	0.853366706	0.85446848	0.85014722	0.849801676	0.851076168	0.848807776	0.84459427	0.850298312	0.853669191	0.849045551	0.847230615	0.848980467	0.843363315	0.847576266	0.85111938	0.849261312	0.866568118	0.850363159	0.844831788	0.849260981	0.770181667	0.724310691	0.736691252	0.772514647	0.770527622	0.786688939	0.797880639	0.787401653	0.782064934	0.794985443	0.791722682	0.789929262	0.803692503	0.772450163	0.80777681	0.789108534	0.791420533	0.769598106	0.777873185	0.777765564	0.77677139	0.893811068	0.866630863	0.863411801	0.537608568	0.589573081	0.65895171	0.590588161	0.717483855	0.677619939	0.671051481	0.682135673	0.676388289	0.739046981	0.754344287	0.667918019	0.664828851	0.689892047	0.702164457	0.730836113	0.65605602	0.545949499	0.732953933	0.736345874	0.715107008	0.708149212	0.732910729	0.725089323	0.40980547	0.360607515	0.423915336	0.272777061	0	0.216319588	0.249507013	0.42136563	0.318021333	0.342544507	0.313958489	0.331460228	0.321888572	0.407645348	0.45844208	0.375127219	0.350215019	0.569197863	0.315773462	0.413262985	0.296781711	0.343818467	0.464188808	0.391633951
D-low-2-3	0.802095176	0.800496606	0.803845329	0.807389138	0.810586622	0.811234642	0.806567807	0.804083215	0.806977967	0.805919503	0.804406991	0.808404207	0.808814947	0.802052403	0.800885585	0.802808221	0.796261923	0.801015156	0.805898062	0.803888525	0.824457664	0.805638327	0.802915957	0.805595154	0.715366519	0.672995946	0.686910445	0.71573314	0.716598464	0.731852025	0.74630629	0.735157925	0.728870233	0.745226313	0.744404752	0.739067899	0.767977234	0.727919321	0.764066817	0.732024775	0.73820431	0.720422466	0.727746578	0.727638542	0.722150703	0.876482995	0.839536655	0.838456672	0.531018556	0.554095607	0.614118322	0.562867188	0.654155423	0.617294861	0.607290511	0.630063992	0.614982755	0.676409924	0.68898465	0.608824287	0.612454617	0.634795605	0.646722422	0.667529225	0.598453365	0.513561371	0.674422131	0.67664717	0.655473137	0.653809309	0.675178075	0.668502181	0.411361338	0.371324768	0.431261915	0.240885452	0.216319588	0	0.197845633	0.385887963	0.355249169	0.293108441	0.280122786	0.304236173	0.269493016	0.362228578	0.453214016	0.326815106	0.309335567	0.520021681	0.293087244	0.385045314	0.249247905	0.302463688	0.48828032	0.360585364
D-low-3-1	0.81134285	0.811148359	0.814432417	0.81343869	0.815707327	0.819574394	0.812444671	0.813957538	0.815620602	0.814130176	0.811213377	0.816160855	0.817781573	0.814194948	0.811343125	0.812487803	0.806524662	0.80926887	0.81486466	0.812315063	0.83359739	0.816441341	0.810694292	0.816657563	0.738161309	0.699852689	0.714955576	0.740861329	0.741337856	0.756396905	0.774329863	0.762468314	0.753307209	0.775043417	0.770678327	0.767372652	0.787034592	0.742720248	0.78547927	0.75948659	0.758104354	0.746825595	0.745031916	0.746220429	0.745161825	0.888604479	0.854898936	0.853430135	0.594110245	0.617921591	0.660896906	0.630755466	0.687191969	0.643892754	0.630777613	0.646204614	0.62958905	0.698514037	0.711585493	0.624165376	0.638512779	0.651303434	0.669452835	0.692873918	0.620816319	0.585467886	0.696439857	0.700436575	0.678679078	0.67688523	0.70054461	0.692485875	0.457599075	0.446126855	0.47996288	0.26419988	0.249507013	0.197845633	0	0.394855028	0.4229426	0.315557891	0.246805691	0.303090998	0.240410324	0.387918116	0.503946424	0.318561854	0.297776227	0.531581201	0.281614093	0.400364169	0.262060388	0.280338367	0.491218689	0.327549024
D-low-3-2	0.758342445	0.760438223	0.755036213	0.761259206	0.764521737	0.770182231	0.767503188	0.754626002	0.768777879	0.76845438	0.76953441	0.773121101	0.765601818	0.75402124	0.754906894	0.757197103	0.751406691	0.753308131	0.759854898	0.757132421	0.767308675	0.762619983	0.761258957	0.764089364	0.661696115	0.630279943	0.641925999	0.655904954	0.658282593	0.665649721	0.682481065	0.676431565	0.666600236	0.689265714	0.695034481	0.6799745	0.716662612	0.662732971	0.700868304	0.679910233	0.689546914	0.658325709	0.656207855	0.660745469	0.659319213	0.848762478	0.804837154	0.798593351	0.555651031	0.528815964	0.5728724	0.527260204	0.559562077	0.563538213	0.529226665	0.558093033	0.53398027	0.611742143	0.615414881	0.539986297	0.545475037	0.587650744	0.596120323	0.586699517	0.538257836	0.487720117	0.609387131	0.605735346	0.582681005	0.585533079	0.620103818	0.60000995	0.549600264	0.445413944	0.382625055	0.345656817	0.42136563	0.385887963	0.394855028	0	0.370157453	0.35922526	0.469742319	0.451205246	0.487395426	0.426767623	0.423872397	0.403151565	0.385585308	0.458897025	0.494482095	0.394962834	0.419702296	0.528057843	0.492321241	0.575440746
D-low-3-3	0.836318894	0.837204945	0.840078678	0.8388903	0.841482826	0.844226607	0.839322206	0.838306795	0.839754217	0.838242018	0.836729581	0.839970423	0.843211369	0.838220499	0.837766623	0.838155625	0.832321931	0.836535394	0.838436612	0.836362339	0.853927946	0.840402225	0.834611884	0.839732485	0.744469569	0.690388172	0.706463365	0.713074935	0.714890129	0.733341891	0.749719458	0.739802155	0.744944647	0.730230413	0.731915498	0.726621778	0.745116981	0.716553569	0.741573844	0.727702747	0.736086001	0.706247602	0.7290422	0.696719065	0.709920519	0.823006908	0.785044509	0.791483815	0.472896662	0.522700513	0.634298459	0.518249264	0.664374805	0.650611601	0.647435432	0.658108937	0.649055967	0.713292191	0.718693115	0.636696498	0.634082535	0.666513353	0.670575504	0.67321144	0.618957268	0.47136309	0.697216479	0.70091095	0.680536119	0.665562783	0.697843174	0.688358261	0.461639394	0.292763014	0.380831145	0.369228742	0.318021333	0.355249169	0.4229426	0.370157453	0	0.388069721	0.436986596	0.441632223	0.474819673	0.417021904	0.433486612	0.445002759	0.444894561	0.563342477	0.472183664	0.400795805	0.436987002	0.481690299	0.432665277	0.538255465
D-low-4-1	0.730058864	0.727142235	0.731225495	0.732306136	0.737577881	0.739824849	0.732500557	0.730448056	0.732975707	0.729756803	0.730534019	0.735395605	0.736907968	0.726472221	0.727185568	0.728719114	0.720336414	0.722410199	0.72632147	0.724225267	0.751773202	0.729583304	0.7280059	0.731592706	0.628940348	0.602363889	0.605388777	0.636134423	0.633888328	0.630733096	0.65609893	0.64162292	0.639786387	0.663920793	0.670359258	0.653549309	0.711498302	0.645641556	0.707760875	0.662170627	0.664180257	0.64531824	0.645058306	0.645123572	0.642768106	0.846212983	0.801163887	0.801401784	0.530198154	0.536572572	0.534974186	0.490053559	0.499106981	0.531214156	0.469743303	0.501181228	0.486402238	0.53536299	0.529550683	0.473308486	0.522398705	0.552474713	0.542816429	0.543464887	0.492970171	0.456887194	0.534217196	0.536810097	0.531581445	0.515916697	0.531343865	0.517386177	0.475532104	0.423677235	0.465702416	0.258343793	0.342544507	0.293108441	0.315557891	0.35922526	0.388069721	0	0.308967731	0.271869645	0.369077228	0.317523799	0.434653541	0.297041229	0.306958211	0.452997812	0.382559937	0.359051982	0.332648951	0.390489489	0.416115075	0.436294708
D-low-4-2	0.826596239	0.82629379	0.829361895	0.830550233	0.833013199	0.836297052	0.828454366	0.82905946	0.831803082	0.828324912	0.824435612	0.829232105	0.831846446	0.827503739	0.826423356	0.827438631	0.819595818	0.824673369	0.829037609	0.826099067	0.845998705	0.82977192	0.823095661	0.829836779	0.742395392	0.725023742	0.728069945	0.734076308	0.733904293	0.744491179	0.760781997	0.748877116	0.743972388	0.760026174	0.761667838	0.751231709	0.769186437	0.728933953	0.77147724	0.745074043	0.748531436	0.733298625	0.734595164	0.734940985	0.734184734	0.860753496	0.829986229	0.830894022	0.647564087	0.69337061	0.701235377	0.657481827	0.671266632	0.675675052	0.636696792	0.63630788	0.633887929	0.691598859	0.696266002	0.61273492	0.633563861	0.646138523	0.655883139	0.670683232	0.61094106	0.606706664	0.678397278	0.685613487	0.662041159	0.665973258	0.683064183	0.672239416	0.508546829	0.484585734	0.585747553	0.351921774	0.313958489	0.280122786	0.246805691	0.469742319	0.436986596	0.308967731	0	0.265279235	0.281052086	0.339778053	0.518767359	0.361774372	0.355227285	0.544479567	0.251753815	0.38510934	0.291704166	0.293735108	0.419549692	0.31011275
D-low-4-3	0.797104521	0.795635459	0.799178607	0.802398148	0.805704017	0.807950883	0.80002139	0.798811426	0.801749482	0.798076912	0.795375743	0.801295996	0.804364234	0.799546077	0.797839108	0.800258724	0.790212211	0.794252584	0.800755795	0.798184587	0.81894813	0.800539509	0.797060888	0.800409913	0.710850858	0.714459415	0.715452982	0.72143755	0.722648554	0.722475008	0.742828043	0.731614602	0.720012024	0.746782359	0.747495183	0.738506589	0.777678926	0.732241112	0.77653434	0.73820426	0.733689007	0.733991393	0.723101636	0.727552772	0.726407673	0.880523693	0.842864279	0.840466384	0.606015677	0.660054673	0.63933395	0.632375996	0.635941188	0.631274676	0.583783333	0.587910111	0.577452366	0.631922647	0.642639306	0.560101918	0.603812273	0.606750433	0.621615558	0.647867587	0.58129788	0.589594991	0.630582709	0.644410773	0.624554699	0.625807612	0.644022087	0.634580091	0.487394763	0.483440936	0.547202362	0.320355072	0.331460228	0.304236173	0.303090998	0.451205246	0.441632223	0.271869645	0.265279235	0	0.336170383	0.338892766	0.518422591	0.317783555	0.313181494	0.489210997	0.338222979	0.380961407	0.311798601	0.367348423	0.416827772	0.391396264
D-high-1-1	0.838178174	0.836082531	0.841829456	0.840122905	0.843255612	0.844919147	0.841483911	0.840749407	0.841678169	0.839777017	0.838242751	0.841311133	0.843731004	0.840900702	0.83962587	0.83921501	0.833597592	0.83692521	0.840922079	0.839193527	0.85814245	0.842434362	0.838977118	0.842801578	0.779710862	0.76722191	0.768950524	0.782627321	0.781720476	0.794338259	0.802072803	0.794381103	0.791356231	0.804255248	0.802094286	0.800192733	0.810931119	0.778154634	0.806891162	0.786322015	0.792177486	0.776253621	0.781892761	0.778241273	0.778392452	0.89625298	0.864016499	0.86451396	0.648363994	0.707027089	0.717009332	0.695705157	0.714611033	0.695446092	0.668934632	0.681077281	0.673018509	0.730469893	0.750369031	0.665520191	0.667552069	0.676388804	0.698967453	0.722864014	0.651692458	0.626282797	0.721114301	0.726861647	0.707502418	0.713594671	0.732025596	0.722519002	0.498154608	0.490592671	0.576263511	0.357432176	0.321888572	0.269493016	0.240410324	0.487395426	0.474819673	0.369077228	0.281052086	0.336170383	0	0.397965707	0.542794922	0.361148388	0.340319659	0.57006301	0.277422402	0.420480497	0.277012117	0.212645381	0.487740204	0.249700593
D-high-1-2	0.775777976	0.773531131	0.78040195	0.782562453	0.786343774	0.789519364	0.779559084	0.781136435	0.782043853	0.780272292	0.772666547	0.780315138	0.789411819	0.774849274	0.7737473	0.775021821	0.766833315	0.771024812	0.778003633	0.775734865	0.801792184	0.775323997	0.77495646	0.778089627	0.672152796	0.657395864	0.657525214	0.667442037	0.669992652	0.680925058	0.698188079	0.684641033	0.675955234	0.695574128	0.701126595	0.687060973	0.725217456	0.671180066	0.734573812	0.680795105	0.692311731	0.663639934	0.667701647	0.673297706	0.66551927	0.853429058	0.811793846	0.812312534	0.606684988	0.606296546	0.607096185	0.590610031	0.597351291	0.608068115	0.549254934	0.545279267	0.559755684	0.610358398	0.618157875	0.539574692	0.53294239	0.546877821	0.553575794	0.580108269	0.505717583	0.536312546	0.568721968	0.577559342	0.555844636	0.556125203	0.562348268	0.55854597	0.49046292	0.45889598	0.493596135	0.354125424	0.407645348	0.362228578	0.387918116	0.426767623	0.417021904	0.317523799	0.339778053	0.338892766	0.397965707	0	0.42335359	0.309184019	0.320894594	0.455979425	0.38670813	0.287404588	0.348033168	0.443316596	0.40859499	0.4698928
D-high-1-3	0.746674255	0.746004346	0.751340919	0.752767504	0.755943354	0.762792654	0.756483599	0.754798308	0.757045151	0.755770794	0.752702436	0.760264605	0.756397244	0.745075502	0.741488868	0.742482543	0.737211047	0.741705181	0.749180649	0.749029127	0.779041032	0.749028847	0.752961327	0.751125057	0.63678302	0.584127654	0.597242605	0.623170301	0.628226854	0.658540443	0.671957776	0.665346626	0.652620105	0.679563764	0.684446656	0.669602789	0.720896975	0.648861103	0.701278804	0.665822081	0.677057828	0.620405407	0.645144635	0.65028711	0.637409468	0.855546755	0.81656894	0.812032081	0.520518175	0.48132452	0.510406682	0.490204376	0.539510658	0.533418184	0.517342221	0.532380444	0.520281272	0.601435113	0.606101638	0.532898414	0.511919185	0.538905289	0.540137016	0.554159765	0.484932548	0.420825429	0.564098762	0.56187353	0.532834096	0.556082546	0.568700847	0.553144441	0.587109211	0.486985036	0.345915211	0.423828948	0.45844208	0.453214016	0.503946424	0.423872397	0.433486612	0.434653541	0.518767359	0.518422591	0.542794922	0.42335359	0	0.455093676	0.460214072	0.425579128	0.504377925	0.379449016	0.468101007	0.556902748	0.49111094	0.632957642
